Crop,Mandi,Price,Date
Onion,Sangamner,925,01-04-2024
Potato,Kalyan,2100,01-04-2024
Potato,Chandrapur(Ganjwad),2200,01-04-2024
Onion,"Sangli(Phale, Bhajipura Market)",1100,01-04-2024
Potato,Pune(Manjri),1700,01-04-2024
Onion,Nasik,1450,01-04-2024
Potato,Pen,2000,01-04-2024
Potato,Satara,2300,01-04-2024
Potato,Akola,2200,01-04-2024
Onion,Vashi New Mumbai,1550,01-04-2024
Onion,Pune(Manjri),1200,01-04-2024
Potato,"Sangli(Phale, Bhajipura Market)",2050,01-04-2024
Onion,Junnar(Narayangaon),2000,01-04-2024
Onion,Pen,1800,01-04-2024
Potato,Solapur,1600,01-04-2024
Potato,Junnar(Narayangaon),2000,01-04-2024
Onion,Pune(Pimpri),1250,01-04-2024
Potato,Jalgaon,1500,01-04-2024
Onion,Hingna,1800,01-04-2024
Onion,Nagpur,1325,01-04-2024
Potato,Pune(Khadiki),1250,01-04-2024
Onion,Lonand,1100,01-04-2024
Potato,Amrawati(Frui & Veg. Market),1500,01-04-2024
Onion,Baramati,1100,01-04-2024
Onion,Karad,1300,01-04-2024
Onion,Kurdwadi(Modnimb),1200,01-04-2024
Onion,Kalyan,1650,01-04-2024
Onion,Sakri,1350,01-04-2024
Onion,Nagpur,1325,01-04-2024
Potato,Shrirampur,1900,01-04-2024
Onion,Pune(Khadiki),1200,01-04-2024
Onion,Vita,1250,01-04-2024
Potato,Kamthi,2000,02-04-2024
Onion,Akola,1300,02-04-2024
Potato,Pune(Manjri),1800,02-04-2024
Potato,Pune,2100,02-04-2024
Onion,Dhule,1530,02-04-2024
Potato,Amrawati(Frui & Veg. Market),1450,02-04-2024
Onion,Jalgaon,950,02-04-2024
Onion,"Sangli(Phale, Bhajipura Market)",1075,02-04-2024
Onion,Satara,1250,02-04-2024
Onion,Vashi New Mumbai,1550,02-04-2024
Potato,Nasik,2000,02-04-2024
Potato,Akola,2200,02-04-2024
Onion,Sakri,1300,02-04-2024
Onion,Kolhapur,1200,02-04-2024
Onion,Nasik,1400,02-04-2024
Onion,Kalyan,1650,02-04-2024
Onion,Pune(Pimpri),1300,02-04-2024
Onion,Khed(Chakan),1500,02-04-2024
Onion,Junnar(Alephata),1450,02-04-2024
Potato,Nagpur,1900,02-04-2024
Potato,Chandrapur(Ganjwad),2200,02-04-2024
Onion,Pune,1100,02-04-2024
Onion,Karjat,1000,02-04-2024
Potato,Bhusaval,1600,02-04-2024
Potato,Vai,2200,02-04-2024
Onion,Sangamner,925,02-04-2024
Potato,Kalyan,2050,02-04-2024
Onion,Karad,1200,02-04-2024
Onion,Vai,1100,02-04-2024
Onion,Islampur,1200,02-04-2024
Onion,Chandrapur(Ganjwad),1800,02-04-2024
Onion,Pathardi,1200,02-04-2024
Potato,Rahata,2150,02-04-2024
Potato,Jalgaon,1400,02-04-2024
Onion,Rahata,1200,02-04-2024
Onion,Nagpur,1400,02-04-2024
Onion,Shrigonda,1200,02-04-2024
Onion,Pune(Moshi),900,02-04-2024
Potato,Satara,2350,02-04-2024
Onion,Amrawati(Frui & Veg. Market),1300,02-04-2024
Onion,Nagpur,1375,02-04-2024
Onion,Pune(Manjri),1400,02-04-2024
Onion,Akole,1300,02-04-2024
Onion,Bhusaval,1300,02-04-2024
Onion,Solapur,1300,02-04-2024
Onion,Jamkhed,900,02-04-2024
Potato,Solapur,1500,02-04-2024
Onion,Manchar,1250,02-04-2024
Onion,Pune(Khadiki),1250,02-04-2024
Potato,Pune(Khadiki),1500,02-04-2024
Onion,Phaltan,1200,02-04-2024
Onion,Om Chaitanya Multistate Agro Purpose CoOp Society,1150,02-04-2024
Potato,Manchar,1450,02-04-2024
Potato,Hingna,1800,02-04-2024
Potato,"Sangli(Phale, Bhajipura Market)",2050,02-04-2024
Potato,Islampur,2400,02-04-2024
Potato,Vashi New Mumbai,1900,02-04-2024
Onion,Hingna,1700,02-04-2024
Onion,Nandurbar,1280,02-04-2024
Potato,Khed(Chakan),2100,02-04-2024
Potato,Junnar(Otur),1200,02-04-2024
Potato,Pune(Moshi),1750,02-04-2024
Onion,Shrirampur,1150,03-04-2024
Onion,Kamthi,2000,03-04-2024
Onion,Chandrapur(Ganjwad),1600,03-04-2024
Onion,Shirpur,1375,03-04-2024
Potato,Amrawati(Frui & Veg. Market),1450,03-04-2024
Onion,Vashi New Mumbai,1450,03-04-2024
Potato,Chandrapur(Ganjwad),2200,03-04-2024
Onion,Lasalgaon(Vinchur),1400,03-04-2024
Potato,Pune(Khadiki),1500,03-04-2024
Onion,Amrawati(Frui & Veg. Market),1100,03-04-2024
Onion,Khed(Chakan),1500,03-04-2024
Potato,Solapur,1500,03-04-2024
Onion,Baramati,1100,03-04-2024
Onion,Indapur,800,03-04-2024
Onion,Sangamner,930,03-04-2024
Onion,Akluj,1100,03-04-2024
Potato,Nagpur,1900,03-04-2024
Potato,Kamthi,2000,03-04-2024
Onion,Kolhapur,1300,03-04-2024
Onion,Vadgaonpeth,1800,03-04-2024
Onion,Nagpur,1375,03-04-2024
Potato,Vashi New Mumbai,1800,03-04-2024
Potato,Shrirampur,2000,03-04-2024
Onion,Karad,1700,03-04-2024
Onion,Pune(Manjri),1500,03-04-2024
Onion,Pune,1100,03-04-2024
Potato,Pune(Manjri),1900,03-04-2024
Onion,Sakri,1250,03-04-2024
Potato,Satara,2300,03-04-2024
Onion,Nagpur,1475,03-04-2024
Onion,Pune(Pimpri),1400,03-04-2024
Potato,Akluj,2300,03-04-2024
Onion,Pune(Khadiki),1150,03-04-2024
Potato,Akola,2200,03-04-2024
Onion,Bhusaval,1400,03-04-2024
Onion,Kalyan,1650,03-04-2024
Potato,Kalyan,2050,03-04-2024
Onion,Nasik,1375,03-04-2024
Onion,Akola,1300,03-04-2024
Potato,Khed(Chakan),2250,03-04-2024
Onion,Dhule,1400,03-04-2024
Onion,Satara,1250,03-04-2024
Onion,Newasa(Ghodegaon),1400,03-04-2024
Onion,"Sangli(Phale, Bhajipura Market)",1100,03-04-2024
Onion,Parner,1300,03-04-2024
Potato,"Sangli(Phale, Bhajipura Market)",2100,03-04-2024
Potato,Rahata,2150,03-04-2024
Onion,Mangal Wedha,1420,03-04-2024
Potato,Hingna,1800,03-04-2024
Potato,Bhusaval,1800,03-04-2024
Potato,Pune,2200,03-04-2024
Onion,Karjat,1000,03-04-2024
Potato,Nasik,1900,03-04-2024
Onion,Vai,1100,03-04-2024
Onion,Hingna,1800,03-04-2024
Onion,Solapur,1300,03-04-2024
Onion,Nasik,1350,04-04-2024
Onion,Dhule,1300,04-04-2024
Onion,Kolhapur,1200,04-04-2024
Onion,Jamkhed,900,04-04-2024
Potato,Hingna,1800,04-04-2024
Onion,Kamthi,2000,04-04-2024
Onion,Pune,1050,04-04-2024
Onion,Pune(Manjri),1500,04-04-2024
Onion,Chandrapur(Ganjwad),1800,04-04-2024
Onion,Solapur,1300,04-04-2024
Potato,Pune,2200,04-04-2024
Potato,Nagpur,1875,04-04-2024
Onion,Rahuri(Vambori),1000,04-04-2024
Onion,Pune(Pimpri),1350,04-04-2024
Onion,Islampur,1450,04-04-2024
Onion,Nandurbar,1375,04-04-2024
Onion,Satara,1300,04-04-2024
Onion,Ramtek,1500,04-04-2024
Onion,Nagpur,1375,04-04-2024
Potato,Jalgaon,1500,04-04-2024
Onion,Lasalgaon(Vinchur),1450,04-04-2024
Onion,Manchar,1350,04-04-2024
Onion,Karjat,1200,04-04-2024
Potato,Pune(Manjri),1800,04-04-2024
Potato,Shrirampur,1850,04-04-2024
Potato,Rahata,2100,04-04-2024
Onion,"Sangli(Phale, Bhajipura Market)",1000,04-04-2024
Onion,Pune(Moshi),1050,04-04-2024
Onion,Khed(Chakan),1400,04-04-2024
Onion,Vashi New Mumbai,1450,04-04-2024
Potato,Chandrapur(Ganjwad),2300,04-04-2024
Onion,Ahmednagar,1250,04-04-2024
Onion,Akola,1300,04-04-2024
Potato,Bhusaval,1600,04-04-2024
Potato,Junnar(Otur),1500,04-04-2024
Onion,Shrirampur,1150,04-04-2024
Onion,Bhusaval,1200,04-04-2024
Onion,Shevgaon,1000,04-04-2024
Onion,Nagpur,1475,04-04-2024
Potato,Nasik,1900,04-04-2024
Potato,Islampur,2450,04-04-2024
Potato,Kamthi,2000,04-04-2024
Onion,Hingna,1700,04-04-2024
Potato,Ramtek,1900,04-04-2024
Potato,Pune(Moshi),1500,04-04-2024
Onion,Mangal Wedha,1100,04-04-2024
Onion,Kopargaon,1350,04-04-2024
Onion,Lonand,1100,04-04-2024
Onion,Shevgaon,600,04-04-2024
Potato,Khed(Chakan),2100,04-04-2024
Onion,Shevgaon,1100,04-04-2024
Potato,Vashi New Mumbai,1800,04-04-2024
Potato,Solapur,1650,04-04-2024
Onion,Kurdwadi(Modnimb),1100,04-04-2024
Potato,Satara,2200,04-04-2024
Onion,Junnar(Otur),1500,04-04-2024
Potato,Vita,2550,04-04-2024
Potato,Akluj,2300,04-04-2024
Potato,"Sangli(Phale, Bhajipura Market)",2100,04-04-2024
Potato,Akola,1800,04-04-2024
Onion,Jalgaon,912,04-04-2024
Onion,Pune(Pimpri),1400,05-04-2024
Onion,Hingna,1700,05-04-2024
Onion,Parner,1350,05-04-2024
Potato,Vashi New Mumbai,1850,05-04-2024
Onion,Akluj,1000,05-04-2024
Onion,Kolhapur,1200,05-04-2024
Onion,Pune(Manjri),1500,05-04-2024
Onion,Rahata,1150,05-04-2024
Onion,Nandurbar,1275,05-04-2024
Onion,Nasik,1300,05-04-2024
Potato,Pune(Moshi),1550,05-04-2024
Onion,Khed(Chakan),1500,05-04-2024
Potato,"Sangli(Phale, Bhajipura Market)",1700,05-04-2024
Onion,Amrawati(Frui & Veg. Market),1100,05-04-2024
Potato,Manchar,1750,05-04-2024
Potato,Amrawati(Frui & Veg. Market),1600,05-04-2024
Onion,Vashi New Mumbai,1350,05-04-2024
Onion,Bhusaval,1200,05-04-2024
Onion,Mangal Wedha,1110,05-04-2024
Potato,Solapur,1800,05-04-2024
Onion,Akola,1200,05-04-2024
Onion,Dhule,1200,05-04-2024
Onion,Jalgaon,900,05-04-2024
Onion,Indapur,800,05-04-2024
Onion,Pathardi,1000,05-04-2024
Potato,Akluj,2600,05-04-2024
Potato,Akola,1800,05-04-2024
Onion,Pune(Khadiki),1250,05-04-2024
Potato,Pune(Manjri),1800,05-04-2024
Potato,Pune(Khadiki),1500,05-04-2024
Potato,Khed(Chakan),2250,05-04-2024
Potato,Bhusaval,1500,05-04-2024
Potato,Pune,2200,05-04-2024
Potato,Jalgaon,1500,05-04-2024
Onion,Vai,1100,05-04-2024
Onion,Kopargaon,1325,05-04-2024
Onion,Om Chaitanya Multistate Agro Purpose CoOp Society,1235,05-04-2024
Potato,Shrirampur,1900,05-04-2024
Onion,Solapur,1200,05-04-2024
Onion,Rahuri,900,05-04-2024
Onion,Kamthi,2000,05-04-2024
Onion,Pune(Moshi),850,05-04-2024
Onion,Vadgaonpeth,1800,05-04-2024
Onion,Sangamner,975,05-04-2024
Onion,Shree Rameshwar Krushi Market,1242.24,05-04-2024
Potato,Kamthi,2000,05-04-2024
Potato,Nasik,2000,05-04-2024
Onion,Junnar(Alephata),1500,05-04-2024
Onion,"Sangli(Phale, Bhajipura Market)",1100,05-04-2024
Onion,Shree Rameshwar Krushi Market,1295.39,05-04-2024
Onion,Lasalgaon(Vinchur),1375,05-04-2024
Onion,Pune,1100,05-04-2024
Potato,Hingna,1800,05-04-2024
Potato,Rahata,2300,05-04-2024
Onion,Jamkhed,875,06-04-2024
Onion,Solapur,1100,06-04-2024
Potato,Amrawati(Frui & Veg. Market),1550,06-04-2024
Onion,Kopargaon,1300,06-04-2024
Onion,Kolhapur,1200,06-04-2024
Onion,Dhule,1200,06-04-2024
Potato,Nagpur,1875,06-04-2024
Onion,Sakri,1200,06-04-2024
Onion,"Sangli(Phale, Bhajipura Market)",1150,06-04-2024
Onion,Bhusaval,1400,06-04-2024
Onion,Shevgaon,1100,06-04-2024
Onion,Nagpur,1375,06-04-2024
Onion,Satara,1300,06-04-2024
Onion,Chandrapur(Ganjwad),1600,06-04-2024
Onion,Akola,1300,06-04-2024
Onion,Junnar(Narayangaon),1300,06-04-2024
Potato,Pune(Moshi),1500,06-04-2024
Onion,Karad,1700,06-04-2024
Onion,Lasalgaon(Vinchur),1350,06-04-2024
Onion,Pune(Khadiki),1150,06-04-2024
Onion,Nagpur,1475,06-04-2024
Onion,Shirpur,1150,06-04-2024
Onion,Pune(Moshi),850,06-04-2024
Onion,Shevgaon,500,06-04-2024
Potato,Akola,1800,06-04-2024
Onion,Vashi New Mumbai,1350,06-04-2024
Potato,Shrirampur,2000,06-04-2024
Onion,Khed(Chakan),1500,06-04-2024
Potato,Vashi New Mumbai,1850,06-04-2024
Onion,Rahuri(Vambori),900,06-04-2024
Potato,Pune(Manjri),1700,06-04-2024
Onion,Karjat,1200,06-04-2024
Potato,Satara,2100,06-04-2024
Onion,Amrawati(Frui & Veg. Market),1150,06-04-2024
Potato,Junnar(Narayangaon),2200,06-04-2024
Potato,"Sangli(Phale, Bhajipura Market)",1750,06-04-2024
Onion,Baramati,1150,06-04-2024
Onion,Pune(Pimpri),1250,06-04-2024
Potato,Hingna,2000,06-04-2024
Onion,Hingna,1800,06-04-2024
Onion,Jalgaon,887,06-04-2024
Onion,Ahmednagar,1100,06-04-2024
Onion,Mangal Wedha,1260,06-04-2024
Potato,Ramtek,1900,06-04-2024
Potato,Jalgaon,1500,06-04-2024
Potato,Bhusaval,1600,06-04-2024
Onion,Shevgaon,1000,06-04-2024
Potato,Solapur,1550,06-04-2024
Onion,Nasik,1350,06-04-2024
Onion,Ramtek,1500,06-04-2024
Potato,Vai,2500,06-04-2024
Potato,Rahata,2300,06-04-2024
Potato,Nasik,2050,06-04-2024
Onion,Pune(Manjri),1400,06-04-2024
Potato,Pune(Khadiki),1600,06-04-2024
Onion,Newasa(Ghodegaon),1300,06-04-2024
Potato,Khed(Chakan),2000,06-04-2024
Potato,Akluj,2600,06-04-2024
Potato,Ramtek,1900,07-04-2024
Onion,Manchar,1325,07-04-2024
Potato,Manchar,1600,07-04-2024
Potato,Khed(Chakan),2200,07-04-2024
Onion,Mangal Wedha,1300,07-04-2024
Onion,Parner,1300,07-04-2024
Onion,Shrigonda,1100,07-04-2024
Onion,Pune,1100,07-04-2024
Onion,Pune(Moshi),900,07-04-2024
Onion,Pune(Khadiki),1350,07-04-2024
Potato,Pune(Moshi),1600,07-04-2024
Potato,Satara,2100,07-04-2024
Onion,Amrawati(Frui & Veg. Market),1150,07-04-2024
Onion,Vai,1100,07-04-2024
Potato,Pen,3000,07-04-2024
Onion,Junnar(Alephata),1500,07-04-2024
Onion,Islampur,1200,07-04-2024
Potato,Rahata,2300,07-04-2024
Potato,Vai,2500,07-04-2024
Onion,Rahata,1400,07-04-2024
Onion,Ramtek,1500,07-04-2024
Potato,Pune,2200,07-04-2024
Potato,Kamthi,2500,07-04-2024
Onion,Junnar(Otur),1000,07-04-2024
Onion,Junnar(Narayangaon),1350,07-04-2024
Potato,Amrawati(Frui & Veg. Market),1550,07-04-2024
Onion,Pune(Manjri),1500,07-04-2024
Potato,Pune(Khadiki),1450,07-04-2024
Onion,Khed(Chakan),1300,07-04-2024
Onion,Junnar,1300,07-04-2024
Onion,Akluj,1000,07-04-2024
Onion,Kamthi,2000,07-04-2024
Onion,Karjat,1000,07-04-2024
Potato,Akluj,2500,07-04-2024
Potato,Shrirampur,1750,07-04-2024
Onion,Pune(Pimpri),1250,07-04-2024
Potato,Junnar(Otur),1500,07-04-2024
Potato,Ahmednagar,1400,07-04-2024
Potato,Junnar,2400,07-04-2024
Onion,Satara,1300,07-04-2024
Onion,Karad,1700,07-04-2024
Onion,Om Chaitanya Multistate Agro Purpose CoOp Society,1020,07-04-2024
Potato,Pune(Manjri),1800,07-04-2024
Onion,Baramati,1000,08-04-2024
Onion,Chandrapur,1500,08-04-2024
Potato,Jalgaon,1500,08-04-2024
Onion,Chandrapur(Ganjwad),1500,08-04-2024
Potato,Pune(Manjri),1800,08-04-2024
Onion,Indapur,800,08-04-2024
Potato,Solapur,1700,08-04-2024
Onion,Vashi New Mumbai,1450,08-04-2024
Potato,Hingna,2500,08-04-2024
Onion,Karad,1700,08-04-2024
Potato,Satara,2100,08-04-2024
Potato,Vashi New Mumbai,1750,08-04-2024
Onion,Dhule,1150,08-04-2024
Potato,Pune(Khadiki),1450,08-04-2024
Onion,Satara,1300,08-04-2024
Onion,Shevgaon,1100,08-04-2024
Onion,Shevgaon,1000,08-04-2024
Onion,Amrawati(Frui & Veg. Market),1250,08-04-2024
Potato,Shrirampur,2000,08-04-2024
Potato,Manchar,1550,08-04-2024
Onion,Pune(Manjri),1300,08-04-2024
Potato,"Sangli(Phale, Bhajipura Market)",2000,08-04-2024
Onion,Kamthi,2000,08-04-2024
Potato,Nasik,2100,08-04-2024
Potato,Chandrapur(Ganjwad),2300,08-04-2024
Onion,Pune(Moshi),800,08-04-2024
Potato,Pune,2200,08-04-2024
Onion,Sangamner,850,08-04-2024
Potato,Pune(Moshi),1850,08-04-2024
Onion,Nandurbar,1100,08-04-2024
Onion,Lasalgaon(Vinchur),1350,08-04-2024
Onion,Pune,1100,08-04-2024
Onion,Junnar(Narayangaon),1300,08-04-2024
Potato,Amrawati(Frui & Veg. Market),1550,08-04-2024
Onion,Mangal Wedha,1400,08-04-2024
Onion,Nagpur,1375,08-04-2024
Potato,Junnar(Narayangaon),2000,08-04-2024
Onion,Kolhapur,1200,08-04-2024
Potato,Vai,2500,08-04-2024
Potato,Nagpur,1875,08-04-2024
Onion,Solapur,1100,08-04-2024
Potato,Akluj,2600,08-04-2024
Onion,Nagpur,1400,08-04-2024
Onion,Newasa(Ghodegaon),1300,08-04-2024
Onion,Nasik,1300,08-04-2024
Onion,Pune(Khadiki),1100,08-04-2024
Onion,Ahmednagar,1050,08-04-2024
Onion,Pune(Pimpri),1200,08-04-2024
Onion,Shevgaon,500,08-04-2024
Onion,Rahuri(Vambori),900,08-04-2024
Onion,Hingna,2000,08-04-2024
Onion,Jalgaon,825,08-04-2024
Onion,"Sangli(Phale, Bhajipura Market)",1000,08-04-2024
Onion,Pune(Moshi),1250,09-04-2024
Potato,Rahata,2400,09-04-2024
Onion,Satara,1300,09-04-2024
Onion,Rahata,1300,09-04-2024
Potato,Satara,2100,09-04-2024
Onion,Junnar(Alephata),1400,09-04-2024
Potato,Ramtek,1900,09-04-2024
Potato,Nagpur,2025,09-04-2024
Onion,Lasalgaon(Vinchur),1350,09-04-2024
Onion,Nagpur,1325,09-04-2024
Onion,Nagpur,1425,09-04-2024
Onion,Kopargaon,1300,09-04-2024
Onion,Pune,1000,09-04-2024
Onion,Pune(Pimpri),1450,09-04-2024
Potato,Pune(Moshi),1400,09-04-2024
Potato,Pune,2150,09-04-2024
Onion,Kolhapur,1200,09-04-2024
Onion,Ramtek,1500,09-04-2024
Onion,Shree Rameshwar Krushi Market,1294.23,12-04-2024
Onion,Pune(Khadiki),1250,12-04-2024
Onion,Shree Rameshwar Krushi Market,1303.4,12-04-2024
Potato,Pune(Khadiki),1800,12-04-2024
Onion,Om Chaitanya Multistate Agro Purpose CoOp Society,1020,12-04-2024
Onion,Mangal Wedha,1200,12-04-2024
Potato,Kamthi,2000,01-05-2024
Onion,Mangal Wedha,1200,01-05-2024
Onion,Amrawati(Frui & Veg. Market),1300,01-05-2024
Onion,Newasa(Ghodegaon),900,01-05-2024
Onion,Vai,1000,01-05-2024
Onion,Junnar(Narayangaon),1000,01-05-2024
Onion,Yawal,1430,01-05-2024
Potato,Junnar(Narayangaon),2700,01-05-2024
Onion,Akluj,1300,01-05-2024
Onion,Bhusaval,1300,01-05-2024
Onion,Shrirampur,1250,01-05-2024
Onion,Kamthi,2000,01-05-2024
Potato,Shrirampur,2400,01-05-2024
Potato,Rahata,2500,01-05-2024
Potato,Manchar,1800,01-05-2024
Onion,Pune(Pimpri),1150,01-05-2024
Potato,Akluj,2500,01-05-2024
Onion,Parner,1350,01-05-2024
Potato,Amrawati(Frui & Veg. Market),1650,01-05-2024
Potato,Bhusaval,2000,01-05-2024
Potato,Ramtek,2200,02-05-2024
Onion,Solapur,1200,02-05-2024
Potato,Junnar(Narayangaon),1600,02-05-2024
Onion,Shevgaon,1000,02-05-2024
Potato,Junnar(Otur),2000,02-05-2024
Onion,Sinner,1250,02-05-2024
Onion,Junnar(Otur),1200,02-05-2024
Potato,Pen,2400,02-05-2024
Onion,Hingna,2200,02-05-2024
Onion,Bhusaval,1200,02-05-2024
Potato,Solapur,1750,02-05-2024
Onion,Lonand,1150,02-05-2024
Onion,Satana,1555,02-05-2024
Onion,Sangamner,950,02-05-2024
Onion,Akola,1200,02-05-2024
Potato,Hingna,2000,02-05-2024
Onion,Nagpur,1400,02-05-2024
Potato,Pune,2150,02-05-2024
Onion,Khed(Chakan),1200,02-05-2024
Onion,Pune(Khadiki),1250,02-05-2024
Onion,Pune(Moshi),950,02-05-2024
Onion,Vadgaonpeth,1700,02-05-2024
Potato,Shrirampur,2500,02-05-2024
Onion,Jamkhed,850,02-05-2024
Potato,"Sangli(Phale, Bhajipura Market)",2100,02-05-2024
Onion,Kopargaon,1400,02-05-2024
Onion,Pimpalgaon,1550,02-05-2024
Onion,Lasalgaon,1501,02-05-2024
Potato,Kamthi,2000,02-05-2024
Onion,Junnar(Narayangaon),1200,02-05-2024
Potato,Khed(Chakan),2200,02-05-2024
Potato,Pune(Manjri),2200,02-05-2024
Potato,Rahata,2500,02-05-2024
Potato,Pune(Moshi),1850,02-05-2024
Potato,Jalgaon,1800,02-05-2024
Onion,Mangal Wedha,1400,02-05-2024
Onion,Lasalgaon(Vinchur),1550,02-05-2024
Onion,Vashi New Mumbai,1350,02-05-2024
Potato,Akola,2000,02-05-2024
Onion,Pune,1200,02-05-2024
Onion,Shrirampur,1200,02-05-2024
Onion,Chandvad,1450,02-05-2024
Potato,Nasik,2250,02-05-2024
Onion,Kurdwadi(Modnimb),900,02-05-2024
Onion,Shevgaon,500,02-05-2024
Potato,Vai,2650,02-05-2024
Potato,Akluj,2500,02-05-2024
Potato,Vashi New Mumbai,2000,02-05-2024
Potato,Nagpur,2025,02-05-2024
Onion,Shevgaon,900,02-05-2024
Onion,Karad,1400,02-05-2024
Onion,Lasalgaon(Niphad),1425,02-05-2024
Onion,Nasik,1300,02-05-2024
Onion,"Sangli(Phale, Bhajipura Market)",1450,02-05-2024
Onion,Yawal,1440,02-05-2024
Onion,Pune(Manjri),1200,02-05-2024
Onion,Satara,1300,02-05-2024
Onion,Pimpalgaon Baswant(Saykheda),1300,02-05-2024
Onion,Vai,1100,02-05-2024
Potato,Bhusaval,1800,02-05-2024
Onion,Nagpur,1375,02-05-2024
Onion,Jalgaon,980,02-05-2024
Onion,Nandgaon,1150,02-05-2024
Potato,Pune(Khadiki),1600,02-05-2024
Onion,Ramtek,1200,02-05-2024
Onion,Kolhapur,1300,02-05-2024
Onion,Sakri,1100,02-05-2024
Potato,Hingna,2200,03-05-2024
Potato,Rahata,2500,03-05-2024
Onion,"Sangli(Phale, Bhajipura Market)",1350,03-05-2024
Onion,Amrawati(Frui & Veg. Market),1300,03-05-2024
Onion,Karjat,1000,03-05-2024
Onion,Akola,1200,03-05-2024
Onion,Pune(Manjri),1300,03-05-2024
Potato,Islampur,2750,03-05-2024
Onion,Nandurbar,1415,03-05-2024
Onion,Om Chaitanya Multistate Agro Purpose CoOp Society,1150,03-05-2024
Onion,Pen,2400,03-05-2024
Onion,Sakri,1500,03-05-2024
Potato,Amrawati(Frui & Veg. Market),1750,03-05-2024
Onion,Kopargaon,1350,03-05-2024
Onion,Dhule,1150,03-05-2024
Potato,Solapur,1700,03-05-2024
Onion,Rahuri,950,03-05-2024
Potato,Kamthi,2000,03-05-2024
Onion,Khed(Chakan),1200,03-05-2024
Onion,Akluj,1100,03-05-2024
Onion,Lasalgaon(Vinchur),1600,03-05-2024
Onion,Nasik,1350,03-05-2024
Onion,Vai,1200,03-05-2024
Potato,Junnar(Narayangaon),2700,03-05-2024
Potato,Akola,2000,03-05-2024
Potato,Pen,2200,03-05-2024
Onion,Vadgaonpeth,1700,03-05-2024
Onion,Jalgaon,1000,03-05-2024
Potato,Manchar,1800,03-05-2024
Potato,Pune(Manjri),2200,03-05-2024
Onion,Chandrapur(Ganjwad),1500,03-05-2024
Onion,Pune,1250,03-05-2024
Onion,Pune(Pimpri),1250,03-05-2024
Onion,Pune(Khadiki),1250,03-05-2024
Potato,"Sangli(Phale, Bhajipura Market)",2100,03-05-2024
Onion,Mangal Wedha,1100,03-05-2024
Onion,Rahata,1200,03-05-2024
Onion,Hingna,1500,03-05-2024
Potato,Pune(Khadiki),1600,03-05-2024
Onion,Indapur,1300,03-05-2024
Onion,Islampur,1200,03-05-2024
Onion,Vashi New Mumbai,1600,03-05-2024
Potato,Khed(Chakan),2100,03-05-2024
Onion,Pathardi,1200,03-05-2024
Onion,Shrirampur,1250,03-05-2024
Potato,Chandrapur(Ganjwad),2400,03-05-2024
Onion,Kamthi,2000,03-05-2024
Potato,Vashi New Mumbai,1900,03-05-2024
Potato,Nasik,2250,03-05-2024
Onion,Solapur,1200,03-05-2024
Onion,Parner,1450,03-05-2024
Onion,Junnar(Alephata),1600,03-05-2024
Onion,Junnar(Narayangaon),1500,03-05-2024
Potato,Shrirampur,2500,03-05-2024
Potato,Akluj,2700,03-05-2024
Onion,Lasalgaon,1551,03-05-2024
Potato,Pune(Moshi),1550,03-05-2024
Potato,Pune,2350,03-05-2024
Onion,Sangamner,1100,03-05-2024
Onion,Nandgaon,1250,03-05-2024
Onion,Pune(Moshi),950,03-05-2024
Potato,Jalgaon,1700,03-05-2024
Onion,Kolhapur,1400,03-05-2024
Onion,Mangal Wedha,1200,04-05-2024
Onion,Solapur,1300,04-05-2024
Onion,Lasalgaon(Niphad),1950,04-05-2024
Onion,Bhusaval,1300,04-05-2024
Onion,Shevgaon,1500,04-05-2024
Onion,Vashi New Mumbai,1700,04-05-2024
Potato,Amrawati(Frui & Veg. Market),1700,04-05-2024
Onion,Rahuri(Vambori),1100,04-05-2024
Onion,Amrawati(Frui & Veg. Market),1350,04-05-2024
Potato,Nasik,2300,04-05-2024
Onion,Shevgaon,800,04-05-2024
Onion,Indapur,1300,04-05-2024
Onion,Pune(Moshi),950,04-05-2024
Onion,Shivsiddha Govind Producer Company Limited Sanchal,2100,04-05-2024
Potato,Chandrapur(Ganjwad),2400,04-05-2024
Potato,Vai,2500,04-05-2024
Onion,Baramati,1200,04-05-2024
Potato,Vashi New Mumbai,2000,04-05-2024
Onion,Chandrapur(Ganjwad),1500,04-05-2024
Onion,Nagpur,1375,04-05-2024
Onion,Mankamneshwar Farmar Producer CoLtd Sanchalit Mank,1989.61,04-05-2024
Onion,Lasalgaon(Vinchur),2100,04-05-2024
Potato,Akola,2000,04-05-2024
Onion,Pune(Manjri),1600,04-05-2024
Onion,Lasalgaon,2000,04-05-2024
Onion,Pen,2400,04-05-2024
Potato,Pune(Khadiki),1800,04-05-2024
Potato,Ahmednagar,1900,04-05-2024
Potato,Rahata,2600,04-05-2024
Potato,Khed(Chakan),2200,04-05-2024
Onion,Dhule,1150,04-05-2024
Onion,Shirpur,1225,04-05-2024
Potato,Pune(Moshi),2050,04-05-2024
Potato,Shrirampur,2200,04-05-2024
Onion,Junnar(Narayangaon),800,04-05-2024
Onion,Pimpalgaon,2100,04-05-2024
Onion,Shevgaon,1400,04-05-2024
Onion,Nagpur,1400,04-05-2024
Potato,Junnar(Narayangaon),2000,04-05-2024
Onion,Yeola,1700,04-05-2024
Potato,Vadgaonpeth,2300,04-05-2024
Potato,Solapur,1800,04-05-2024
